base_time_seconds, increment, event_type, game_time_class, game_type, rank, rating, score, url, user, year
180,2,arena,blitz,chess960,2,1545,17,"https://www.chess.com/tournament/live/arena/960---1910----2982776",HORUS-SET,2023
120,1,arena,lightning,chess,4,1578,20,"https://www.chess.com/tournament/live/arena/arena-bullet-2982066",HORUS-SET,2023
180,2,arena,blitz,chess960,6,1545,24,"https://www.chess.com/tournament/live/arena/arena-960-2981333",HORUS-SET,2023
180,0,arena,blitz,chess,8,1703,24,"https://www.chess.com/tournament/live/arena/-0810----2968795",HORUS-SET,2023
180,2,arena,blitz,chess960,4,1545,22,"https://www.chess.com/tournament/live/arena/arena-960-2953925",HORUS-SET,2023
180,2,arena,blitz,chess,12,1703,6,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2942444",HORUS-SET,2023
120,1,arena,lightning,chess960,5,1200,9,"https://www.chess.com/tournament/live/arena/960--2942132",HORUS-SET,2023
600,0,arena,standard,chess,18,1691,2,"https://www.chess.com/tournament/live/arena/rapid-arena-100-2941669",HORUS-SET,2023
180,0,arena,blitz,chess,6,1703,20,"https://www.chess.com/tournament/live/arena/arena-blitz-30-2891836",HORUS-SET,2023
180,2,arena,blitz,chess960,9,1545,5,"https://www.chess.com/tournament/live/arena/arena-960-blitz-32-2891509",HORUS-SET,2023
600,2,arena,standard,chess,7,1691,5,"https://www.chess.com/tournament/live/arena/---67----2805436",HORUS-SET,2023
180,0,arena,blitz,chess,12,1703,6,"https://www.chess.com/tournament/live/arena/-37--2804468",HORUS-SET,2023
120,1,arena,lightning,chess,4,1578,26,"https://www.chess.com/tournament/live/arena/-1--2793804",HORUS-SET,2023
120,1,arena,lightning,chess,7,1578,8,"https://www.chess.com/tournament/live/arena/-30--2793483",HORUS-SET,2023
180,0,arena,blitz,chess,6,1703,24,"https://www.chess.com/tournament/live/arena/-29--2783106",HORUS-SET,2023
180,2,arena,blitz,chess,6,1502,15,"https://www.chess.com/tournament/live/arena/---1411-3793821",Kuku-dzak,2024
180,2,arena,blitz,chess,11,1800,6,"https://www.chess.com/tournament/live/arena/---1411-3793821",variate,2024
600,0,arena,standard,chess,5,1886,9,"https://www.chess.com/tournament/live/arena/---1311-3792569",variate,2024
120,1,arena,lightning,chess,6,1756,10,"https://www.chess.com/tournament/live/arena/---1211-3791277",variate,2024
300,0,arena,blitz,chess,5,1800,4,"https://www.chess.com/tournament/live/arena/---0411-3782447",variate,2024
180,2,arena,blitz,chess,12,1800,0,"https://www.chess.com/tournament/live/arena/---3110-3767651",variate,2024
120,1,arena,lightning,chess,3,1756,23,"https://www.chess.com/tournament/live/arena/---2910-3765317",variate,2024
300,0,arena,blitz,chess,6,1800,11,"https://www.chess.com/tournament/live/arena/---2810-3764485",variate,2024
180,2,arena,blitz,chess,6,1800,6,"https://www.chess.com/tournament/live/arena/---2410-3759881",variate,2024
300,2,swiss,blitz,chess,9,1800,2,"https://www.chess.com/tournament/live/-52-4752891",variate,2024
300,0,arena,blitz,chess,6,1800,10,"https://www.chess.com/tournament/live/arena/---1410-3738401",variate,2024
120,1,arena,lightning,chess,9,1756,2,"https://www.chess.com/tournament/live/arena/---0110-3702633",variate,2024
120,1,arena,lightning,chess,4,1756,10,"https://www.chess.com/tournament/live/arena/-3694271",variate,2024
180,1,swiss,blitz,chess,2,1800,2,"https://www.chess.com/tournament/live/-0202--4560417",variate,2024
300,0,swiss,blitz,chess,25,1800,0,"https://www.chess.com/tournament/live/-0310--4319150",variate,2023
300,0,swiss,blitz,chess,4,1800,4,"https://www.chess.com/tournament/live/--57-4146050",variate,2023
180,2,arena,blitz,chess,8,1800,2,"https://www.chess.com/tournament/live/arena/---2706-3481849",variate,2024
300,0,arena,blitz,chess,7,1800,5,"https://www.chess.com/tournament/live/arena/-2406-3479083",variate,2024
180,2,swiss,blitz,chess,8,1800,4,"https://www.chess.com/tournament/live/-26-4111487",variate,2023
180,0,swiss,blitz,chess,5,1800,3,"https://www.chess.com/tournament/live/-21-4089198",variate,2023
180,0,swiss,blitz,chess,2,1800,5,"https://www.chess.com/tournament/live/---15-4086548",variate,2023
120,1,swiss,lightning,chess,4,1756,4,"https://www.chess.com/tournament/live/-15-4086543",variate,2023
180,0,swiss,blitz,chess,7,1800,4,"https://www.chess.com/tournament/live/swiss-3-1-4074786",variate,2023
120,1,swiss,lightning,chess,4,1756,5,"https://www.chess.com/tournament/live/-14-4075481",variate,2023
180,2,swiss,blitz,chess,3,1800,3,"https://www.chess.com/tournament/live/-1600-4062765",variate,2023
120,1,swiss,lightning,chess,4,1756,3,"https://www.chess.com/tournament/live/swiss-21-1-4061276",variate,2023
180,0,swiss,blitz,chess,6,1800,3,"https://www.chess.com/tournament/live/-4061209",variate,2023
300,0,arena,blitz,chess,9,1800,5,"https://www.chess.com/tournament/live/arena/-1305-3393633",variate,2024
180,2,arena,blitz,chess,8,1800,1,"https://www.chess.com/tournament/live/arena/--3004-3377340",variate,2024
300,0,arena,blitz,chess,2,1800,23,"https://www.chess.com/tournament/live/arena/-2904-3376818",variate,2024
120,1,arena,lightning,chess,5,1756,15,"https://www.chess.com/tournament/live/arena/-2804-3376410",variate,2024
180,2,arena,blitz,chess,10,1800,5,"https://www.chess.com/tournament/live/arena/-2504-3364839",variate,2024
300,0,arena,blitz,chess,7,1800,9,"https://www.chess.com/tournament/live/arena/-0104-3303830",variate,2024
180,2,arena,blitz,chess,7,1800,17,"https://www.chess.com/tournament/live/arena/-2703-3291423",variate,2024
300,0,arena,blitz,chess,4,1800,16,"https://www.chess.com/tournament/live/arena/-2503-3290507",variate,2024
120,1,arena,lightning,chess,5,1756,21,"https://www.chess.com/tournament/live/arena/--1903-3277844",variate,2024
300,0,arena,blitz,chess,1,1800,35,"https://www.chess.com/tournament/live/arena/-1103-3264040",variate,2024
120,1,arena,lightning,chess,2,1756,37,"https://www.chess.com/tournament/live/arena/-0503-3251152",variate,2024
180,2,arena,blitz,chess,18,1800,2,"https://www.chess.com/tournament/live/arena/-1502-3211714",variate,2024
180,2,arena,blitz,chess,3,1800,20,"https://www.chess.com/tournament/live/arena/--3183172",variate,2024
180,0,arena,blitz,chess,4,1800,38,"https://www.chess.com/tournament/live/arena/-2101--3168822",variate,2024
180,0,arena,blitz,chess,3,1800,25,"https://www.chess.com/tournament/live/arena/-1401--3155451",variate,2024
180,0,arena,blitz,chess,5,1800,30,"https://www.chess.com/tournament/live/arena/-0810----2968795",variate,2023
180,0,arena,blitz,chess,14,1800,9,"https://www.chess.com/tournament/live/arena/-288--2903830",variate,2023
120,1,arena,lightning,chess,3,1756,46,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2841710",variate,2023
120,1,arena,lightning,chess,1,1756,55,"https://www.chess.com/tournament/live/arena/-77----2815761",variate,2023
180,2,arena,blitz,chess,8,1800,14,"https://www.chess.com/tournament/live/arena/-47--2804756",variate,2023
120,1,arena,lightning,chess,4,1756,37,"https://www.chess.com/tournament/live/arena/-24--2771320",variate,2023
180,2,arena,blitz,chess,9,1800,8,"https://www.chess.com/tournament/live/arena/---23--2770894",variate,2023
180,0,arena,blitz,chess,4,1800,26,"https://www.chess.com/tournament/live/arena/---22--2750303",variate,2023
180,2,arena,blitz,chess,17,595,0,"https://www.chess.com/tournament/live/arena/---1411-3793821",Simeon664,2024
300,0,arena,blitz,chess,14,595,0,"https://www.chess.com/tournament/live/arena/-1305-3393633",Simeon664,2024
300,2,arena,blitz,chess960,20,573,0,"https://www.chess.com/tournament/live/arena/960--2401-3170508",Simeon664,2024
120,1,arena,lightning,chess,13,323,0,"https://www.chess.com/tournament/live/arena/arena-21-3131046",Simeon664,2024
180,2,arena,blitz,chess,18,1937,0,"https://www.chess.com/tournament/live/arena/---1411-3793821",Mario_Iliev21,2024
600,0,arena,standard,chess,12,2100,0,"https://www.chess.com/tournament/live/arena/---2609-3696521",Mario_Iliev21,2024
300,0,arena,blitz,chess,7,1937,7,"https://www.chess.com/tournament/live/arena/---0107-3495693",Mario_Iliev21,2024
300,2,arena,blitz,chess,3,1937,24,"https://www.chess.com/tournament/live/arena/-1504-3340065",Mario_Iliev21,2024
600,0,arena,standard,chess,3,1606,16,"https://www.chess.com/tournament/live/arena/---1311-3792569",pangenium,2024
600,0,arena,standard,chess,4,1720,12,"https://www.chess.com/tournament/live/arena/---1311-3792569",jokoloz,2024
300,2,arena,blitz,chess960,9,1397,2,"https://www.chess.com/tournament/live/arena/-960-3786767",jokoloz,2024
180,2,arena,blitz,chess,5,1376,2,"https://www.chess.com/tournament/live/arena/---0711-3785965",jokoloz,2024
300,2,arena,blitz,chess960,8,1397,4,"https://www.chess.com/tournament/live/arena/960--3760799",jokoloz,2024
600,0,swiss,standard,chess,6,1720,0,"https://www.chess.com/tournament/live/rapid-100-swiss-5125781",jokoloz,2024
600,0,swiss,standard,chess,1,1720,3,"https://www.chess.com/tournament/live/---2205-4787174",jokoloz,2024
600,2,swiss,standard,chess,5,1720,1,"https://www.chess.com/tournament/live/-0805-4759328",jokoloz,2024
300,2,arena,blitz,chess960,9,1397,1,"https://www.chess.com/tournament/live/arena/-960-3492607",jokoloz,2024
180,2,swiss,blitz,chess,8,1376,1,"https://www.chess.com/tournament/live/----h4-4604640",jokoloz,2024
300,0,arena,blitz,chess,2,1376,14,"https://www.chess.com/tournament/live/arena/-1706-3462409",jokoloz,2024
300,2,arena,blitz,chess960,8,1397,2,"https://www.chess.com/tournament/live/arena/-960-3448705",jokoloz,2024
180,0,arena,blitz,chess960,11,1397,2,"https://www.chess.com/tournament/live/arena/---1905-3406629",jokoloz,2024
180,2,swiss,blitz,chess,10,1376,3,"https://www.chess.com/tournament/live/-19-4088131",jokoloz,2023
180,2,swiss,blitz,chess,9,1376,1,"https://www.chess.com/tournament/live/-1600-4062765",jokoloz,2023
600,5,arena,standard,chess960,2,800,10,"https://www.chess.com/tournament/live/arena/fisher-chess-3392014",jokoloz,2024
180,2,arena,blitz,chess960,8,1397,7,"https://www.chess.com/tournament/live/arena/960-0305-3378897",jokoloz,2024
180,2,arena,blitz,chess,5,1376,5,"https://www.chess.com/tournament/live/arena/--3004-3377340",jokoloz,2024
180,2,arena,blitz,chess,4,1376,14,"https://www.chess.com/tournament/live/arena/-0703-3252191",jokoloz,2024
300,0,arena,blitz,chess,16,1376,0,"https://www.chess.com/tournament/live/arena/-2602-3237196",jokoloz,2024
180,2,arena,blitz,chess960,16,1397,0,"https://www.chess.com/tournament/live/arena/960---2302-3235615",jokoloz,2024
180,2,arena,blitz,chess,7,1376,17,"https://www.chess.com/tournament/live/arena/-1502-3211714",jokoloz,2024
300,2,arena,blitz,chess960,5,1397,15,"https://www.chess.com/tournament/live/arena/960--2401-3170508",jokoloz,2024
180,0,arena,blitz,chess,8,1376,20,"https://www.chess.com/tournament/live/arena/-2101--3168822",jokoloz,2024
180,2,arena,blitz,chess,11,1376,0,"https://www.chess.com/tournament/live/arena/blitz-32-3142625",jokoloz,2024
180,2,arena,blitz,chess,5,1376,12,"https://www.chess.com/tournament/live/arena/blitz-arena--3128627",jokoloz,2023
180,0,arena,blitz,chess,9,1376,2,"https://www.chess.com/tournament/live/arena/---0711-3020052",jokoloz,2023
180,2,arena,blitz,chess,5,1376,18,"https://www.chess.com/tournament/live/arena/-0611-3019707",jokoloz,2023
180,2,arena,blitz,chess,7,1376,17,"https://www.chess.com/tournament/live/arena/blitz-arena-3008061",jokoloz,2023
300,0,arena,blitz,chess,4,1376,8,"https://www.chess.com/tournament/live/arena/---3010-3007023",jokoloz,2023
180,2,arena,blitz,chess960,12,1397,10,"https://www.chess.com/tournament/live/arena/arena-960-2981333",jokoloz,2023
180,2,arena,blitz,chess960,22,1397,0,"https://www.chess.com/tournament/live/arena/arena-960-2969553",jokoloz,2023
180,0,arena,blitz,chess,13,1376,16,"https://www.chess.com/tournament/live/arena/-0810----2968795",jokoloz,2023
180,2,arena,blitz,chess960,11,1397,7,"https://www.chess.com/tournament/live/arena/arena-960-2953925",jokoloz,2023
600,5,arena,standard,chess,13,1720,0,"https://www.chess.com/tournament/live/arena/arena-rapid-105-2892084",jokoloz,2023
180,2,arena,blitz,chess960,12,1397,2,"https://www.chess.com/tournament/live/arena/arena-960-blitz-32-2891509",jokoloz,2023
300,0,arena,blitz,chess,5,1376,9,"https://www.chess.com/tournament/live/arena/-128--2878284",jokoloz,2023
180,2,arena,blitz,chess,11,1376,7,"https://www.chess.com/tournament/live/arena/summer-arena-blitz-2865337",jokoloz,2023
600,2,arena,standard,chess,5,1720,8,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2-2854883",jokoloz,2023
180,2,arena,blitz,chess,7,1376,8,"https://www.chess.com/tournament/live/arena/summer-blitz-arena-2-2854506",jokoloz,2023
600,0,arena,standard,chess,4,1720,10,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2842326",jokoloz,2023
600,0,arena,standard,chess,5,1851,9,"https://www.chess.com/tournament/live/arena/---1311-3792569",ivan_delchev,2024
180,2,arena,blitz,chess,9,1717,0,"https://www.chess.com/tournament/live/arena/---0711-3785965",ivan_delchev,2024
120,1,arena,lightning,chess,10,1553,2,"https://www.chess.com/tournament/live/arena/---0511-3783529",ivan_delchev,2024
600,0,swiss,standard,chess,7,1851,0,"https://www.chess.com/tournament/live/-1206-4830498",ivan_delchev,2024
120,1,arena,lightning,chess,7,1553,12,"https://www.chess.com/tournament/live/arena/---0810-3721133",ivan_delchev,2024
300,0,swiss,blitz,chess,24,1717,0,"https://www.chess.com/tournament/live/-0310--4319150",ivan_delchev,2023
300,0,arena,blitz,chess,10,1717,4,"https://www.chess.com/tournament/live/arena/-1006-3447298",ivan_delchev,2024
600,5,arena,standard,chess960,9,1200,1,"https://www.chess.com/tournament/live/arena/fisher-chess-3392014",ivan_delchev,2024
300,0,arena,blitz,chess,10,1717,5,"https://www.chess.com/tournament/live/arena/-0104-3303830",ivan_delchev,2024
180,2,arena,blitz,chess960,4,1768,2,"https://www.chess.com/tournament/live/arena/960--1503-3275906",ivan_delchev,2024
180,0,arena,blitz,chess,12,1717,4,"https://www.chess.com/tournament/live/arena/-1401--3155451",ivan_delchev,2024
180,2,arena,blitz,chess,18,1717,1,"https://www.chess.com/tournament/live/arena/blitz-32-3020311",ivan_delchev,2023
180,2,arena,blitz,chess960,17,1768,5,"https://www.chess.com/tournament/live/arena/arena-960-2981333",ivan_delchev,2023
180,2,arena,blitz,chess,13,1717,2,"https://www.chess.com/tournament/live/arena/arena-blitz-2929572",ivan_delchev,2023
180,2,arena,blitz,chess960,14,1768,3,"https://www.chess.com/tournament/live/arena/arena-960-2928384",ivan_delchev,2023
180,0,arena,blitz,chess,19,1717,3,"https://www.chess.com/tournament/live/arena/-288--2903830",ivan_delchev,2023
600,0,arena,standard,chess,5,1814,9,"https://www.chess.com/tournament/live/arena/---1311-3792569",Bisser,2024
180,2,arena,blitz,chess,3,1868,7,"https://www.chess.com/tournament/live/arena/---0711-3785965",Bisser,2024
120,1,arena,lightning,chess,8,1466,9,"https://www.chess.com/tournament/live/arena/---0511-3783529",Bisser,2024
180,2,arena,blitz,chess960,6,1555,2,"https://www.chess.com/tournament/live/arena/-960---01-11-3779253",Bisser,2024
600,0,swiss,standard,chess,3,1814,3,"https://www.chess.com/tournament/live/--2606-4866933",Bisser,2024
600,0,swiss,standard,chess,4,1814,1,"https://www.chess.com/tournament/live/-1906-4848305",Bisser,2024
600,0,swiss,standard,chess,10,1814,1,"https://www.chess.com/tournament/live/-0506-4815890",Bisser,2024
180,2,arena,blitz,chess,3,1868,19,"https://www.chess.com/tournament/live/arena/blitz-32-3734481",Bisser,2024
120,1,arena,lightning,chess,9,1466,2,"https://www.chess.com/tournament/live/arena/---0110-3702633",Bisser,2024
120,1,arena,lightning,chess,2,1466,25,"https://www.chess.com/tournament/live/arena/---1607-3530143",Bisser,2024
120,1,arena,lightning,chess,5,1466,16,"https://www.chess.com/tournament/live/arena/---0907-3513521",Bisser,2024
120,1,arena,lightning,chess,5,1466,18,"https://www.chess.com/tournament/live/arena/-0207-3496767",Bisser,2024
300,0,arena,blitz,chess,2,1868,19,"https://www.chess.com/tournament/live/arena/---0107-3495693",Bisser,2024
300,0,swiss,blitz,chess,6,1868,3,"https://www.chess.com/tournament/live/--57-4146050",Bisser,2023
180,2,arena,blitz,chess,7,1868,5,"https://www.chess.com/tournament/live/arena/---2706-3481849",Bisser,2024
120,1,arena,lightning,chess,3,1466,32,"https://www.chess.com/tournament/live/arena/-2506-3479831",Bisser,2024
300,0,arena,blitz,chess,9,1868,4,"https://www.chess.com/tournament/live/arena/-2406-3479083",Bisser,2024
600,5,arena,standard,chess960,8,1200,2,"https://www.chess.com/tournament/live/arena/-960-3476977",Bisser,2024
600,5,arena,standard,chess960,6,1200,5,"https://www.chess.com/tournament/live/arena/-960-3476079",Bisser,2024
300,2,arena,blitz,chess960,9,1555,0,"https://www.chess.com/tournament/live/arena/-960-3448705",Bisser,2024
120,1,arena,lightning,chess,13,1466,4,"https://www.chess.com/tournament/live/arena/--2705-3420271",Bisser,2024
180,2,arena,blitz,chess,6,1868,6,"https://www.chess.com/tournament/live/arena/-2305-3408515",Bisser,2024
180,2,arena,blitz,chess,3,1868,15,"https://www.chess.com/tournament/live/arena/-1605-3395125",Bisser,2024
120,1,arena,lightning,chess,8,1466,15,"https://www.chess.com/tournament/live/arena/-1405-3394002",Bisser,2024
180,2,arena,blitz,chess960,9,1555,4,"https://www.chess.com/tournament/live/arena/960-0305-3378897",Bisser,2024
120,1,arena,lightning,chess,10,1466,5,"https://www.chess.com/tournament/live/arena/-2304-3363747",Bisser,2024
180,2,arena,blitz,chess960,8,1555,4,"https://www.chess.com/tournament/live/arena/960---2903-3302274",Bisser,2024
120,1,arena,lightning,chess,9,1466,13,"https://www.chess.com/tournament/live/arena/-1203-3264446",Bisser,2024
300,0,arena,blitz,chess,4,1868,18,"https://www.chess.com/tournament/live/arena/-1202---3210216",Bisser,2024
180,2,arena,blitz,chess,6,1868,9,"https://www.chess.com/tournament/live/arena/blitz-32-3142625",Bisser,2024
120,1,arena,lightning,chess,6,1466,11,"https://www.chess.com/tournament/live/arena/--1011-3031083",Bisser,2023
180,2,arena,blitz,chess,15,1868,0,"https://www.chess.com/tournament/live/arena/-32-3005768",Bisser,2023
60,1,arena,lightning,chess,9,1466,22,"https://www.chess.com/tournament/live/arena/---2410--2994685",Bisser,2023
180,2,arena,blitz,chess960,12,1555,7,"https://www.chess.com/tournament/live/arena/960-arena-2994298",Bisser,2023
180,2,arena,blitz,chess960,11,1555,10,"https://www.chess.com/tournament/live/arena/arena-960-2981333",Bisser,2023
600,0,arena,standard,chess,9,1814,7,"https://www.chess.com/tournament/live/arena/rapid-arena-2970218",Bisser,2023
180,2,arena,blitz,chess,11,1868,9,"https://www.chess.com/tournament/live/arena/arena-blitz-32-2955021",Bisser,2023
180,2,arena,blitz,chess960,3,1555,21,"https://www.chess.com/tournament/live/arena/arena-960-2928384",Bisser,2023
60,1,arena,lightning,chess,10,1466,16,"https://www.chess.com/tournament/live/arena/arena-11-2927784",Bisser,2023
180,2,arena,blitz,chess,6,1868,7,"https://www.chess.com/tournament/live/arena/-258-1600-2902798",Bisser,2023
600,5,arena,standard,chess,1,1814,22,"https://www.chess.com/tournament/live/arena/arena-rapid-105-2892084",Bisser,2023
180,0,arena,blitz,chess,3,1868,24,"https://www.chess.com/tournament/live/arena/arena-blitz-30-2891836",Bisser,2023
180,2,arena,blitz,chess960,14,1555,2,"https://www.chess.com/tournament/live/arena/arena-960-blitz-32-2891509",Bisser,2023
120,1,arena,lightning,chess,3,1466,34,"https://www.chess.com/tournament/live/arena/-208-2891156",Bisser,2023
300,2,arena,blitz,chess,4,1868,7,"https://www.chess.com/tournament/live/arena/blitz-arena-1808-2890415",Bisser,2023
180,2,arena,blitz,chess,17,1868,0,"https://www.chess.com/tournament/live/arena/arena-summer-1608-2879694",Bisser,2023
60,0,arena,lightning,chess,15,1466,12,"https://www.chess.com/tournament/live/arena/-138--2878578",Bisser,2023
300,0,arena,blitz,chess,2,1868,16,"https://www.chess.com/tournament/live/arena/-128--2878284",Bisser,2023
120,1,arena,lightning,chess,3,1466,29,"https://www.chess.com/tournament/live/arena/-78--2866460",Bisser,2023
300,2,arena,blitz,chess960,6,1555,16,"https://www.chess.com/tournament/live/arena/friendly-2866098",Bisser,2023
180,0,arena,blitz,chess,2,1868,20,"https://www.chess.com/tournament/live/arena/blitz-arena-2-2865762",Bisser,2023
180,2,arena,blitz,chess,10,1868,7,"https://www.chess.com/tournament/live/arena/summer-arena-blitz-2865337",Bisser,2023
600,2,arena,standard,chess,2,1814,19,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2-2854883",Bisser,2023
180,2,arena,blitz,chess,9,1868,3,"https://www.chess.com/tournament/live/arena/summer-blitz-arena-2-2854506",Bisser,2023
120,1,arena,lightning,chess,3,1466,23,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2854089",Bisser,2023
600,0,arena,standard,chess,5,1814,9,"https://www.chess.com/tournament/live/arena/summer-rapid-arena-2842326",Bisser,2023
300,0,arena,blitz,chess,3,1868,21,"https://www.chess.com/tournament/live/arena/summer-blitz-arena-2842010",Bisser,2023
120,1,arena,lightning,chess,4,1466,43,"https://www.chess.com/tournament/live/arena/summer-bullet-arena-2841710",Bisser,2023
180,0,arena,blitz,chess,9,1868,9,"https://www.chess.com/tournament/live/arena/--187--2829366",Bisser,2023
600,2,arena,standard,chess,4,1814,13,"https://www.chess.com/tournament/live/arena/---67----2805436",Bisser,2023
180,2,arena,blitz,chess,15,1868,2,"https://www.chess.com/tournament/live/arena/-47--2804756",Bisser,2023
120,1,arena,lightning,chess,2,1466,32,"https://www.chess.com/tournament/live/arena/-1--2793804",Bisser,2023
180,0,arena,blitz,chess,7,1868,19,"https://www.chess.com/tournament/live/arena/-29--2783106",Bisser,2023
120,1,arena,lightning,chess,8,1466,25,"https://www.chess.com/tournament/live/arena/-24--2771320",Bisser,2023
180,2,arena,blitz,chess,6,1868,13,"https://www.chess.com/tournament/live/arena/---23--2770894",Bisser,2023
180,0,arena,blitz,chess,14,1868,6,"https://www.chess.com/tournament/live/arena/---22--2750303",Bisser,2023
120,1,arena,lightning,chess,10,1466,4,"https://www.chess.com/tournament/live/arena/-20--2749834",Bisser,2023
600,0,arena,standard,chess,12,1692,0,"https://www.chess.com/tournament/live/arena/---1311-3792569",captain964,2024
600,0,swiss,standard,chess,11,1692,0,"https://www.chess.com/tournament/live/-100-4664992",captain964,2024
600,0,arena,standard,chess,12,1986,0,"https://www.chess.com/tournament/live/arena/---1311-3792569",IvanIvanovAngelov,2024
600,0,swiss,standard,chess,8,1986,1,"https://www.chess.com/tournament/live/---0603-4620629",IvanIvanovAngelov,2024
600,0,swiss,standard,chess,10,1986,0,"https://www.chess.com/tournament/live/-2802-4606221",IvanIvanovAngelov,2024
600,5,swiss,standard,chess,12,1986,1,"https://www.chess.com/tournament/live/-2102--4591919",IvanIvanovAngelov,2024
600,2,swiss,standard,chess,4,1986,3,"https://www.chess.com/tournament/live/-1402-4577910",IvanIvanovAngelov,2024
180,1,swiss,blitz,chess,3,2035,2,"https://www.chess.com/tournament/live/-0202--4560417",IvanIvanovAngelov,2024
120,1,arena,lightning,chess,9,1741,9,"https://www.chess.com/tournament/live/arena/-1806-3463257",IvanIvanovAngelov,2024
180,2,arena,blitz,chess,7,2035,2,"https://www.chess.com/tournament/live/arena/-1306-3448667",IvanIvanovAngelov,2024
300,2,arena,blitz,chess960,8,1490,5,"https://www.chess.com/tournament/live/arena/--960-3405652",IvanIvanovAngelov,2024
600,5,arena,standard,chess960,11,1200,0,"https://www.chess.com/tournament/live/arena/fisher-chess-3392014",IvanIvanovAngelov,2024
600,5,arena,standard,chess960,15,1200,1,"https://www.chess.com/tournament/live/arena/960-rapid-3341447",IvanIvanovAngelov,2024
300,0,arena,blitz,chess,11,2035,4,"https://www.chess.com/tournament/live/arena/-0104-3303830",IvanIvanovAngelov,2024
180,2,arena,blitz,chess,14,2035,5,"https://www.chess.com/tournament/live/arena/-2703-3291423",IvanIvanovAngelov,2024
120,1,arena,lightning,chess,9,1741,17,"https://www.chess.com/tournament/live/arena/----2603-3290908",IvanIvanovAngelov,2024
300,0,arena,blitz,chess,10,2035,4,"https://www.chess.com/tournament/live/arena/-2503-3290507",IvanIvanovAngelov,2024
180,2,arena,blitz,chess,9,2035,2,"https://www.chess.com/tournament/live/arena/-2103-3278722",IvanIvanovAngelov,2024
120,1,arena,lightning,chess,4,1741,23,"https://www.chess.com/tournament/live/arena/--1903-3277844",IvanIvanovAngelov,2024
180,2,arena,blitz,chess,9,2035,10,"https://www.chess.com/tournament/live/arena/-1403-3265313",IvanIvanovAngelov,2024
300,0,arena,blitz,chess,8,2035,9,"https://www.chess.com/tournament/live/arena/-0403-3250569",IvanIvanovAngelov,2024
120,1,arena,lightning,chess,7,1741,21,"https://www.chess.com/tournament/live/arena/-2702-3237567",IvanIvanovAngelov,2024
300,0,arena,blitz,chess,8,2035,9,"https://www.chess.com/tournament/live/arena/-2602-3237196",IvanIvanovAngelov,2024
180,2,arena,blitz,chess960,14,1490,0,"https://www.chess.com/tournament/live/arena/960---2302-3235615",IvanIvanovAngelov,2024
180,2,arena,blitz,chess,11,2035,5,"https://www.chess.com/tournament/live/arena/-2202-3224992",IvanIvanovAngelov,2024
180,2,arena,blitz,chess,15,2035,5,"https://www.chess.com/tournament/live/arena/-1301--3154919",IvanIvanovAngelov,2024
120,1,arena,lightning,chess,5,1833,13,"https://www.chess.com/tournament/live/arena/---1211-3791277",gorkia,2024
300,2,arena,blitz,chess960,2,1449,13,"https://www.chess.com/tournament/live/arena/-960-3786767",KrasivMir,2024
600,0,swiss,standard,chess,3,1753,2,"https://www.chess.com/tournament/live/---1007-4903283",KrasivMir,2024
600,2,swiss,standard,chess,4,1753,2,"https://www.chess.com/tournament/live/--0105-4755260",KrasivMir,2024
600,2,swiss,standard,chess,7,1753,2,"https://www.chess.com/tournament/live/-1704-4716601",KrasivMir,2024
180,2,arena,blitz,chess,10,1632,2,"https://www.chess.com/tournament/live/arena/blitz-32-3734481",KrasivMir,2024
600,0,swiss,standard,chess,5,1753,1,"https://www.chess.com/tournament/live/---0603-4620629",KrasivMir,2024
180,2,arena,blitz,chess,7,1632,5,"https://www.chess.com/tournament/live/arena/-3005-3420358",KrasivMir,2024
600,0,swiss,standard,chess,3,1753,2,"https://www.chess.com/tournament/live/-27-4122034",KrasivMir,2023
180,2,swiss,blitz,chess,16,1632,3,"https://www.chess.com/tournament/live/-26-4111487",KrasivMir,2023
600,0,swiss,standard,chess,2,1753,3,"https://www.chess.com/tournament/live/-20-4088612",KrasivMir,2023
180,2,swiss,blitz,chess,8,1632,3,"https://www.chess.com/tournament/live/-19-4088131",KrasivMir,2023
180,2,swiss,blitz,chess,1,1632,3,"https://www.chess.com/tournament/live/-1600-4062766",KrasivMir,2023
120,1,swiss,lightning,chess,8,1355,2,"https://www.chess.com/tournament/live/swiss-21-1-4061276",KrasivMir,2023
300,2,arena,blitz,chess,11,1632,5,"https://www.chess.com/tournament/live/arena/-2204-3363389",KrasivMir,2024
180,2,arena,blitz,chess,7,1632,18,"https://www.chess.com/tournament/live/arena/-1804-3341362",KrasivMir,2024
300,0,arena,blitz,chess,5,1632,16,"https://www.chess.com/tournament/live/arena/-1103-3264040",KrasivMir,2024
180,2,arena,blitz,chess960,9,1449,6,"https://www.chess.com/tournament/live/arena/960--0103-3249142",KrasivMir,2024
180,2,arena,blitz,chess,4,1632,22,"https://www.chess.com/tournament/live/arena/-2202-3224992",KrasivMir,2024
180,2,arena,blitz,chess,7,1632,4,"https://www.chess.com/tournament/live/arena/blitz-32-3142625",KrasivMir,2024
